micro_hab_data_tbl_id,location_table_id,transect_code,fish_data_id,date,count,species,fl_mm,dist_to_bottom,depth,focal_velocity,velocity,surface_turbidity,percent_fine_substrate,percent_sand_substrate,percent_small_gravel_substrate,percent_large_gravel_substrate,percent_cobble_substrate,percent_boulder_substrate,percent_no_cover_inchannel,percent_small_woody_cover_inchannel,percent_large_woody_cover_inchannel,percent_submerged_aquatic_veg_inchannel,percent_undercut_bank,percent_no_cover_overhead,percent_cover_half_meter_overhead,percent_cover_more_than_half_meter_overhead,channel_geomorphic_unit
8219,240,3.1,NA,2002-08-20,0,NA,NA,NA,0.1,NA,0,10,0,0,100,0,0,0,15,0,0,15,70,15,85,0,riffle
8220,240,3.2,NA,2002-08-20,0,NA,NA,NA,0.06,NA,0,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,riffle
8221,240,3.3,NA,2002-08-20,0,NA,NA,NA,0.14,NA,0,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,riffle
8222,240,3.4,NA,2002-08-20,0,NA,NA,NA,0.22,NA,0,10,0,0,80,20,0,0,100,0,0,0,0,100,0,0,riffle
8223,240,6.1,NA,2002-08-20,0,NA,NA,NA,0.06,NA,0,0,0,40,60,0,0,0,50,0,0,10,40,60,40,0,riffle
8224,240,6.2,NA,2002-08-20,0,NA,NA,NA,0.06,NA,0,0,0,20,80,0,0,0,100,0,0,0,0,100,0,0,riffle
8225,240,6.3,NA,2002-08-20,0,NA,NA,NA,0.16,NA,0,10,0,20,40,40,0,0,100,0,0,0,0,100,0,0,riffle
8226,240,6.4,NA,2002-08-20,0,NA,NA,NA,0.17,NA,0,10,0,0,40,60,0,0,100,0,0,0,0,100,0,0,riffle
8227,240,9.1,NA,2002-08-20,0,NA,NA,NA,0.04,NA,0,10,0,0,100,0,0,0,80,0,0,20,0,100,0,0,riffle
8228,240,9.2,NA,2002-08-20,0,NA,NA,NA,0.15,NA,0,10,0,0,70,30,0,0,100,0,0,0,0,100,0,0,riffle
8229,240,9.3,NA,2002-08-20,0,NA,NA,NA,0.18,NA,0,10,0,0,70,30,0,0,100,0,0,0,0,100,0,0,riffle
8230,240,9.4,NA,2002-08-20,0,NA,NA,NA,0.24,NA,0,10,0,0,60,40,0,0,100,0,0,0,0,100,0,0,riffle
8231,240,12.1,NA,2002-08-20,0,NA,NA,NA,0.13,NA,0,10,0,0,20,80,0,0,90,0,0,0,10,100,0,0,riffle
8232,240,12.2,NA,2002-08-20,0,NA,NA,NA,0.16,NA,0,10,0,0,10,90,0,0,100,0,0,0,0,100,0,0,riffle
8233,240,12.3,NA,2002-08-20,0,NA,NA,NA,0.2,NA,0,0,0,0,10,80,10,0,100,0,0,0,0,100,0,0,riffle
8234,240,12.4,NA,2002-08-20,0,NA,NA,NA,0.21,NA,0,0,0,0,10,75,15,0,100,0,0,0,0,100,0,0,riffle
8235,240,15.1,NA,2002-08-20,0,NA,NA,NA,0.18,NA,0,0,0,0,20,80,0,0,85,0,0,0,15,85,15,0,riffle
8236,240,15.2,NA,2002-08-20,0,NA,NA,NA,0.22,NA,0,0,0,0,25,75,0,0,100,0,0,0,0,100,0,0,riffle
8237,240,15.3,NA,2002-08-20,0,NA,NA,NA,0.28,NA,0,0,0,0,30,70,0,0,100,0,0,0,0,100,0,0,riffle
8238,240,15.4,NA,2002-08-20,0,NA,NA,NA,0.24,NA,0,0,0,0,25,75,0,0,100,0,0,0,0,100,0,0,riffle
8239,240,18.1,NA,2002-08-20,0,NA,NA,NA,0.22,NA,0,0,0,10,25,50,15,0,100,0,0,0,0,100,0,0,riffle
8240,240,18.2,NA,2002-08-20,0,NA,NA,NA,0.38,NA,0,0,0,10,25,25,40,0,100,0,0,0,0,100,0,0,riffle
8241,240,18.3,NA,2002-08-20,0,NA,NA,NA,0.42,NA,0,0,0,10,40,35,15,0,100,0,0,0,0,100,0,0,riffle
8242,240,18.4,NA,2002-08-20,0,NA,NA,NA,0.46,NA,0,0,0,10,70,10,10,0,100,0,0,0,0,100,0,0,riffle
8243,240,21.1,NA,2002-08-20,0,NA,NA,NA,0.1,NA,0,0,0,15,85,0,0,0,90,0,0,10,0,90,10,0,riffle
8244,240,21.2,NA,2002-08-20,0,NA,NA,NA,0.24,NA,0,0,0,0,65,25,10,0,100,0,0,0,0,100,0,0,riffle
8245,240,21.3,NA,2002-08-20,0,NA,NA,NA,0.22,NA,0,0,0,0,80,20,0,0,100,0,0,0,0,100,0,0,riffle
8246,240,21.4,NA,2002-08-20,0,NA,NA,NA,0.22,NA,0,0,0,0,80,20,0,0,100,0,0,0,0,100,0,0,riffle
8247,240,24.1,NA,2002-08-20,0,NA,NA,NA,0.12,NA,0,0,0,10,30,60,0,0,100,0,0,0,0,100,0,0,riffle
8248,240,24.2,NA,2002-08-20,0,NA,NA,NA,0.24,NA,0,0,0,0,60,40,0,0,100,0,0,0,0,100,0,0,riffle
8249,240,24.3,NA,2002-08-20,0,NA,NA,NA,0.28,NA,0,0,0,0,20,70,10,0,100,0,0,0,0,100,0,0,riffle
8250,240,24.4,NA,2002-08-20,0,NA,NA,NA,0.32,NA,0,0,0,0,10,70,10,10,85,15,0,0,0,100,0,0,riffle
8252,241,0.1,NA,2002-08-20,0,NA,NA,NA,0.24,NA,0,20,0,0,90,10,0,0,100,0,0,0,0,0,100,0,glide
8253,241,0.2,NA,2002-08-20,0,NA,NA,NA,0.2,NA,0,20,0,0,90,10,0,0,100,0,0,0,0,50,50,0,glide
8254,241,0.3,NA,2002-08-20,0,NA,NA,NA,0.18,NA,0,20,0,0,90,10,0,0,100,0,0,0,0,100,0,0,glide
8255,241,0.4,NA,2002-08-20,0,NA,NA,NA,0.18,NA,0,20,0,0,90,10,0,0,100,0,0,0,0,100,0,0,glide
8256,241,3.1,NA,2002-08-20,0,NA,NA,NA,0.08,NA,0,10,0,0,0,100,0,0,25,0,0,75,0,25,75,0,glide
8257,241,3.2,NA,2002-08-20,0,NA,NA,NA,0.22,NA,0,10,0,0,80,20,0,0,50,0,0,50,0,100,0,0,glide
8258,241,3.3,NA,2002-08-20,0,NA,NA,NA,0.16,NA,0,5,0,0,50,50,0,0,100,0,0,0,0,100,0,0,glide
8259,241,3.4,NA,2002-08-20,0,NA,NA,NA,0.18,NA,0,5,0,0,65,20,15,0,100,0,0,0,0,100,0,0,glide
8260,241,6.1,NA,2002-08-20,0,NA,NA,NA,0.08,NA,0,10,0,0,0,100,0,0,50,0,0,50,0,50,50,0,glide
8261,241,6.2,NA,2002-08-20,0,NA,NA,NA,0.1,NA,0,0,0,0,0,100,0,0,100,0,0,0,0,75,25,0,glide
8262,241,6.3,NA,2002-08-20,0,NA,NA,NA,0.12,NA,0,0,0,0,70,30,0,0,100,0,0,0,0,100,0,0,glide
8263,241,6.4,NA,2002-08-20,0,NA,NA,NA,0.29,NA,0,0,0,0,20,50,30,0,100,0,0,0,0,100,0,0,glide
8264,241,9.1,NA,2002-08-20,0,NA,NA,NA,0.05,NA,0,5,0,0,40,60,0,0,60,0,0,40,0,0,0,100,glide
8265,241,9.2,NA,2002-08-20,0,NA,NA,NA,0.05,NA,0,5,0,0,100,0,0,0,100,0,0,0,0,100,0,0,glide
8266,241,9.3,NA,2002-08-20,0,NA,NA,NA,0.1,NA,0,5,0,0,100,0,0,0,100,0,0,0,0,100,0,0,glide
8267,241,9.4,NA,2002-08-20,0,NA,NA,NA,0.3,NA,0,5,0,30,30,40,0,0,100,0,0,0,0,100,0,0,glide
8268,241,12.1,NA,2002-08-20,0,NA,NA,NA,0.05,NA,0,5,0,20,0,80,0,0,70,0,0,30,0,50,0,50,glide
8269,241,12.2,NA,2002-08-20,0,NA,NA,NA,0.06,NA,0,0,0,0,70,30,0,0,100,0,0,0,0,100,0,0,glide
8270,241,12.3,NA,2002-08-20,0,NA,NA,NA,0.17,NA,0,0,0,10,90,0,0,0,100,0,0,0,0,100,0,0,glide
8271,241,12.4,NA,2002-08-20,0,NA,NA,NA,0.28,NA,0,0,0,0,60,40,0,0,100,0,0,0,0,100,0,0,glide
8272,241,15.1,NA,2002-08-20,0,NA,NA,NA,0.24,NA,0,0,0,60,40,0,0,0,50,0,0,50,0,100,0,0,glide
8273,241,15.2,NA,2002-08-20,0,NA,NA,NA,0.3,NA,0,0,0,30,70,0,0,0,100,0,0,0,0,100,0,0,glide
8274,241,15.3,NA,2002-08-20,0,NA,NA,NA,0.28,NA,0,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,glide
8275,241,15.4,NA,2002-08-20,0,NA,NA,NA,0.24,NA,0,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,glide
8276,241,18.1,NA,2002-08-20,0,NA,NA,NA,0.16,NA,0,5,0,10,90,0,0,0,100,0,0,0,0,100,0,0,glide
8277,241,18.2,NA,2002-08-20,0,NA,NA,NA,0.33,NA,0,5,0,0,100,0,0,0,100,0,0,0,0,100,0,0,glide
8278,241,18.3,NA,2002-08-20,0,NA,NA,NA,0.51,NA,0,5,0,60,40,0,0,0,100,0,0,0,0,100,0,0,glide
8279,241,18.4,NA,2002-08-20,0,NA,NA,NA,0.52,NA,0,5,0,40,60,0,0,0,90,10,0,0,0,100,0,0,glide
8280,241,21.1,NA,2002-08-20,0,NA,NA,NA,0.12,NA,0,5,0,0,100,0,0,0,100,0,0,0,0,100,0,0,glide
8281,241,21.2,NA,2002-08-20,0,NA,NA,NA,0.28,NA,0,0,0,10,90,0,0,0,100,0,0,0,0,100,0,0,glide
8282,241,21.3,NA,2002-08-20,0,NA,NA,NA,0.42,NA,0,0,0,90,10,0,0,0,100,0,0,0,0,100,0,0,glide
8283,241,21.4,NA,2002-08-20,0,NA,NA,NA,0.52,NA,0,0,0,30,70,0,0,0,100,0,0,0,0,100,0,0,glide
8284,241,24.1,NA,2002-08-20,0,NA,NA,NA,0.06,NA,0,0,0,0,80,20,0,0,100,0,0,0,0,50,50,0,glide
8285,241,24.2,NA,2002-08-20,0,NA,NA,NA,0.14,NA,0,0,0,90,10,0,0,0,90,0,0,10,0,100,0,0,glide
8286,241,24.3,NA,2002-08-20,0,NA,NA,NA,0.32,NA,0,0,0,60,40,0,0,0,90,10,0,0,0,100,0,0,glide
8287,241,24.4,NA,2002-08-20,0,NA,NA,NA,0.2,NA,0,0,0,20,80,0,0,0,100,0,0,0,0,100,0,0,glide
8291,242,0.1,NA,2002-08-14,0,NA,NA,NA,0.01,NA,0,100,0,0,30,70,0,0,100,0,0,0,0,100,0,0,glide
8292,242,0.2,NA,2002-08-14,0,NA,NA,NA,0.04,NA,0,100,0,0,30,70,0,0,100,0,0,0,0,100,0,0,glide
8293,242,0.3,NA,2002-08-14,0,NA,NA,NA,0.08,NA,0,100,0,40,0,60,0,0,100,0,0,0,0,100,0,0,glide
8294,242,0.4,NA,2002-08-14,0,NA,NA,NA,0.08,NA,0,100,0,30,0,70,0,0,100,0,0,0,0,100,0,0,glide
8295,242,3.1,NA,2002-08-14,0,NA,NA,NA,0.08,NA,0,100,0,0,40,60,0,0,100,0,0,0,0,100,0,0,glide
8296,242,3.2,NA,2002-08-14,0,NA,NA,NA,0.08,NA,0,100,0,0,40,60,0,0,100,0,0,0,0,100,0,0,glide
8297,242,3.3,NA,2002-08-14,0,NA,NA,NA,0.09,NA,0,100,0,0,40,60,0,0,100,0,0,0,0,100,0,0,glide
8298,242,3.4,NA,2002-08-14,0,NA,NA,NA,0.12,NA,0,100,0,20,30,50,0,0,100,0,0,0,0,100,0,0,glide
8299,242,6.1,NA,2002-08-14,0,NA,NA,NA,0.02,NA,0,100,0,0,40,60,0,0,100,0,0,0,0,100,0,0,glide
8300,242,6.2,NA,2002-08-14,0,NA,NA,NA,0.02,NA,0,100,0,0,40,60,0,0,100,0,0,0,0,100,0,0,glide
8301,242,6.3,NA,2002-08-14,0,NA,NA,NA,0.09,NA,0,100,0,20,20,60,0,0,100,0,0,0,0,100,0,0,glide
8302,242,6.4,NA,2002-08-14,0,NA,NA,NA,0.09,NA,0,100,0,30,40,30,0,0,100,0,0,0,0,100,0,0,glide
8303,242,9.1,NA,2002-08-14,0,NA,NA,NA,0.03,NA,0,100,0,0,60,40,0,0,80,0,0,20,0,100,0,0,glide
8304,242,9.2,NA,2002-08-14,0,NA,NA,NA,0.05,NA,0,100,0,0,50,50,0,0,100,0,0,0,0,100,0,0,glide
8305,242,9.3,NA,2002-08-14,0,NA,NA,NA,0.06,NA,0,100,0,0,50,50,0,0,100,0,0,0,0,100,0,0,glide
8306,242,9.4,NA,2002-08-14,0,NA,NA,NA,0.09,NA,0,100,0,0,50,50,0,0,100,0,0,0,0,100,0,0,glide
8307,242,12.1,NA,2002-08-14,0,NA,NA,NA,0.02,NA,0,100,0,20,80,0,0,0,100,0,0,0,0,100,0,0,glide
8308,242,12.2,NA,2002-08-14,0,NA,NA,NA,0.04,NA,0,100,0,0,40,60,0,0,100,0,0,0,0,100,0,0,glide
8309,242,12.3,NA,2002-08-14,0,NA,NA,NA,0.06,NA,0,100,0,0,40,60,0,0,100,0,0,0,0,100,0,0,glide
8310,242,12.4,NA,2002-08-14,0,NA,NA,NA,0.09,NA,0,100,0,0,40,60,0,0,100,0,0,0,0,100,0,0,glide
8311,242,15.1,NA,2002-08-14,0,NA,NA,NA,0.02,NA,0,100,0,0,20,80,0,0,100,0,0,0,0,100,0,0,glide
8312,242,15.2,NA,2002-08-14,0,NA,NA,NA,0.08,NA,0,100,0,0,40,60,0,0,100,0,0,0,0,100,0,0,glide
8313,242,15.3,NA,2002-08-14,0,NA,NA,NA,0.08,NA,0,100,0,0,30,70,0,0,100,0,0,0,0,100,0,0,glide
8314,242,15.4,NA,2002-08-14,0,NA,NA,NA,0.09,NA,0,100,0,0,40,60,0,0,100,0,0,0,0,100,0,0,glide
8315,242,18.1,NA,2002-08-14,0,NA,NA,NA,0.07,NA,0,100,0,10,30,60,0,0,100,0,0,0,0,100,0,0,glide
8316,242,18.2,NA,2002-08-14,0,NA,NA,NA,0.06,NA,0,100,0,10,20,70,0,0,95,0,0,5,0,100,0,0,glide
8317,242,18.3,NA,2002-08-14,0,NA,NA,NA,0.08,NA,0,100,0,20,20,60,0,0,100,0,0,0,0,100,0,0,glide
8318,242,18.4,NA,2002-08-14,0,NA,NA,NA,0.12,NA,0,100,0,0,30,70,0,0,100,0,0,0,0,100,0,0,glide
8319,242,21.1,NA,2002-08-14,0,NA,NA,NA,0.04,NA,0,100,0,0,30,60,10,0,100,0,0,0,0,100,0,0,glide
8320,242,21.2,NA,2002-08-14,0,NA,NA,NA,0.07,NA,0,100,0,20,30,50,0,0,100,0,0,0,0,100,0,0,glide
8321,242,21.3,NA,2002-08-14,0,NA,NA,NA,0.1,NA,0,100,0,10,40,50,0,0,100,0,0,0,0,100,0,0,glide
8322,242,21.4,NA,2002-08-14,0,NA,NA,NA,0.12,NA,0,100,0,10,20,70,0,0,100,0,0,0,0,100,0,0,glide
8323,242,24.1,NA,2002-08-14,0,NA,NA,NA,0.06,NA,0,100,0,0,20,80,0,0,100,0,0,0,0,100,0,0,glide
8324,242,24.2,NA,2002-08-14,0,NA,NA,NA,0.07,NA,0,100,0,0,40,60,0,0,90,0,0,10,0,100,0,0,glide
8325,242,24.3,NA,2002-08-14,0,NA,NA,NA,0.08,NA,0,100,0,20,40,40,0,0,100,0,0,0,0,100,0,0,glide
8326,242,24.4,NA,2002-08-14,0,NA,NA,NA,0.14,NA,0,100,0,20,20,60,0,0,100,0,0,0,0,100,0,0,glide
8328,243,0.1,NA,2002-08-14,0,NA,NA,NA,0.04,NA,0,0,80,0,0,20,0,0,20,0,0,80,0,0,100,0,glide
8329,243,0.2,NA,2002-08-14,0,NA,NA,NA,0.11,NA,0,0,90,0,0,10,0,0,10,0,0,90,0,0,100,0,glide
8330,243,0.3,NA,2002-08-14,0,NA,NA,NA,0.2,NA,0,0,90,0,0,10,0,0,40,0,0,60,0,70,30,0,glide
8331,243,0.4,NA,2002-08-14,0,NA,NA,NA,0.25,NA,0,0,90,0,0,10,0,0,40,0,0,60,0,80,20,0,glide
8332,243,3.1,NA,2002-08-14,0,NA,NA,NA,0.04,NA,0,0,60,0,0,40,0,0,70,0,0,30,0,80,20,0,glide
8333,243,3.2,NA,2002-08-14,0,NA,NA,NA,0.11,NA,0,0,90,0,0,10,0,0,30,0,0,70,0,70,30,0,glide
8334,243,3.3,NA,2002-08-14,0,NA,NA,NA,0.14,NA,0,0,90,0,0,10,0,0,50,0,0,50,0,50,50,0,glide
8335,243,3.4,NA,2002-08-14,0,NA,NA,NA,0.2,NA,0,0,90,0,0,10,0,0,60,0,0,40,0,60,40,0,glide
8336,243,6.1,NA,2002-08-14,0,NA,NA,NA,0.05,NA,0,0,90,0,0,10,0,0,80,0,0,20,0,80,20,0,glide
8337,243,6.2,NA,2002-08-14,0,NA,NA,NA,0.12,NA,0,0,90,0,0,10,0,0,60,0,0,40,0,60,40,0,glide
8338,243,6.3,NA,2002-08-14,0,NA,NA,NA,0.16,NA,0,0,90,0,0,10,0,0,70,0,0,30,0,70,30,0,glide
8339,243,6.4,NA,2002-08-14,0,NA,NA,NA,0.22,NA,0,0,90,0,0,10,0,0,70,0,0,30,0,80,20,0,glide
8340,243,9.1,NA,2002-08-14,0,NA,NA,NA,0.05,NA,0,0,90,0,0,10,0,0,100,0,0,0,0,100,0,0,glide
8341,243,9.2,NA,2002-08-14,0,NA,NA,NA,0.08,NA,0,0,50,0,0,50,0,0,100,0,0,0,0,70,30,0,glide
8342,243,9.3,NA,2002-08-14,0,NA,NA,NA,0.15,NA,0,0,50,0,10,40,0,0,80,0,0,20,0,90,10,0,glide
8343,243,9.4,NA,2002-08-14,0,NA,NA,NA,0.2,NA,0,0,80,0,0,20,0,0,90,0,0,10,0,90,10,0,glide
8344,243,12.1,NA,2002-08-14,0,NA,NA,NA,0.08,NA,0,0,60,0,10,30,0,0,90,0,0,10,0,70,30,0,glide
8345,243,12.2,NA,2002-08-14,0,NA,NA,NA,0.12,NA,0,0,80,0,0,20,0,0,80,0,0,20,0,60,40,0,glide
8346,243,12.3,NA,2002-08-14,0,NA,NA,NA,0.2,NA,0,0,90,0,0,10,0,0,70,0,0,30,0,50,50,0,glide
8347,243,12.4,NA,2002-08-14,0,NA,NA,NA,0.27,NA,0,0,90,0,0,10,0,0,60,0,0,40,0,50,50,0,glide
8348,243,15.1,NA,2002-08-14,0,NA,NA,NA,0.08,NA,0,0,100,0,0,0,0,0,90,0,0,10,0,100,0,0,glide
8349,243,15.2,NA,2002-08-14,0,NA,NA,NA,0.12,NA,0,0,100,0,0,0,0,0,90,0,0,10,0,100,0,0,glide
8350,243,15.3,NA,2002-08-14,0,NA,NA,NA,0.22,NA,0,0,0,100,0,0,0,0,90,0,0,10,0,90,10,0,glide
8351,243,15.4,NA,2002-08-14,0,NA,NA,NA,0.3,NA,0,0,100,0,0,0,0,0,90,0,0,10,0,90,10,0,glide
8352,243,18.1,NA,2002-08-14,0,NA,NA,NA,0.1,NA,0,0,100,0,0,0,0,0,0,0,0,100,0,70,30,0,glide
8353,243,18.2,NA,2002-08-14,0,NA,NA,NA,0.12,NA,0,0,100,0,0,0,0,0,20,0,0,80,0,100,0,0,glide
8354,243,18.3,NA,2002-08-14,0,NA,NA,NA,0.2,NA,0,0,100,0,0,0,0,0,0,0,0,100,0,60,40,0,glide
8355,243,18.4,NA,2002-08-14,0,NA,NA,NA,0.3,NA,0,0,100,0,0,0,0,0,10,0,0,90,0,30,70,0,glide
8356,243,21.1,NA,2002-08-14,0,NA,NA,NA,0.08,NA,0,0,100,0,0,0,0,0,100,0,0,0,0,100,0,0,glide
8357,243,21.2,NA,2002-08-14,0,NA,NA,NA,0.16,NA,0,0,100,0,0,0,0,0,0,0,0,100,0,20,80,0,glide
8358,243,21.3,NA,2002-08-14,0,NA,NA,NA,0.22,NA,0,0,100,0,0,0,0,0,0,0,0,100,0,10,90,0,glide
8359,243,21.4,NA,2002-08-14,0,NA,NA,NA,0.3,NA,0,0,100,0,0,0,0,0,0,0,0,100,0,0,100,0,glide
8360,243,24.1,NA,2002-08-14,0,NA,NA,NA,0.3,NA,0,0,100,0,0,0,0,0,100,0,0,0,0,100,0,0,glide
8361,243,24.2,NA,2002-08-14,0,NA,NA,NA,0.28,NA,0,0,0,95,5,0,0,0,90,10,0,0,0,70,30,0,glide
8362,243,24.3,NA,2002-08-14,0,NA,NA,NA,0.22,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,60,40,0,glide
8363,243,24.4,NA,2002-08-14,0,NA,NA,NA,0.31,NA,0,0,100,0,0,0,0,0,0,100,0,0,0,10,90,0,glide
8368,244,0.1,NA,2002-08-14,0,NA,NA,NA,0.19,NA,0,0,0,50,50,0,0,0,0,100,0,0,0,90,10,0,riffle
8369,244,0.2,NA,2002-08-14,0,NA,NA,NA,0.18,NA,0,0,0,10,90,0,0,0,100,0,0,0,0,100,0,0,riffle
8370,244,0.3,NA,2002-08-14,0,NA,NA,NA,0.16,NA,0,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,riffle
8371,244,0.4,NA,2002-08-14,0,NA,NA,NA,0.12,NA,0,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,riffle
8372,244,3.1,NA,2002-08-14,0,NA,NA,NA,0.08,NA,0,0,0,90,10,0,0,0,80,0,0,20,0,100,0,0,riffle
8373,244,3.2,NA,2002-08-14,0,NA,NA,NA,0.18,NA,0,0,0,50,50,0,0,0,100,0,0,0,0,100,0,0,riffle
8374,244,3.3,NA,2002-08-14,0,NA,NA,NA,0.2,NA,0,0,0,0,0,100,0,0,100,0,0,0,0,100,0,0,riffle
8375,244,3.4,NA,2002-08-14,0,NA,NA,NA,0.16,NA,0,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,riffle
8376,244,6.1,NA,2002-08-14,0,NA,NA,NA,0.02,NA,0,0,0,0,100,0,0,0,10,0,0,90,0,10,90,0,riffle
8377,244,6.2,NA,2002-08-14,0,NA,NA,NA,0.06,NA,0,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,riffle
8378,244,6.3,NA,2002-08-14,0,NA,NA,NA,0.08,NA,0,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,riffle
8379,244,6.4,NA,2002-08-14,0,NA,NA,NA,0.12,NA,0,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,riffle
8380,244,9.1,NA,2002-08-14,0,NA,NA,NA,0.02,NA,0,0,0,0,100,0,0,0,40,10,0,50,0,80,20,0,riffle
8381,244,9.2,NA,2002-08-14,0,NA,NA,NA,0.08,NA,0,0,0,0,100,0,0,0,100,0,0,0,0,100,0,0,riffle
8382,244,9.3,NA,2002-08-14,0,NA,NA,NA,0.1,NA,0,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,riffle
8383,244,9.4,NA,2002-08-14,0,NA,NA,NA,0.12,NA,0,0,0,0,90,10,0,0,100,0,0,0,0,100,0,0,riffle
8384,244,12.1,NA,2002-08-14,0,NA,NA,NA,0.1,NA,0,0,0,0,30,70,0,0,90,0,0,10,0,100,0,0,riffle
8385,244,12.2,NA,2002-08-14,0,NA,NA,NA,0.1,NA,0,10,0,0,50,50,0,0,100,0,0,0,0,100,0,0,riffle
8386,244,12.3,NA,2002-08-14,0,NA,NA,NA,0.14,NA,0,0,0,0,70,30,0,0,100,0,0,0,0,80,20,0,riffle
8387,244,12.4,NA,2002-08-14,0,NA,NA,NA,0.2,NA,0,10,0,0,70,30,0,0,100,0,0,0,0,100,0,0,riffle
8388,244,15.1,NA,2002-08-14,0,NA,NA,NA,0.15,NA,0,20,0,0,80,20,0,0,50,40,0,10,0,80,20,0,riffle
8389,244,15.2,NA,2002-08-14,0,NA,NA,NA,0.24,NA,0,20,0,0,90,10,0,0,100,0,0,0,0,100,0,0,riffle
8390,244,15.3,NA,2002-08-14,0,NA,NA,NA,0.18,NA,0,10,0,0,80,20,0,0,100,0,0,0,0,100,0,0,riffle
8391,244,15.4,NA,2002-08-14,0,NA,NA,NA,0.1,NA,0,10,0,30,60,10,0,0,100,0,0,0,0,100,0,0,riffle
8392,244,18.1,NA,2002-08-14,0,NA,NA,NA,0.2,NA,0,30,0,0,100,0,0,0,50,0,50,0,0,90,10,0,riffle
8393,244,18.2,NA,2002-08-14,0,NA,NA,NA,0.2,NA,0,20,0,0,70,30,0,0,100,0,0,0,0,90,10,0,riffle
8394,244,18.3,NA,2002-08-14,0,NA,NA,NA,0.18,NA,0,10,0,0,80,20,0,0,100,0,0,0,0,100,0,0,riffle
8395,244,18.4,NA,2002-08-14,0,NA,NA,NA,0.14,NA,0,10,0,50,20,30,0,0,100,0,0,0,0,100,0,0,riffle
8396,244,21.1,NA,2002-08-14,0,NA,NA,NA,0.16,NA,0,10,0,50,50,0,0,0,100,0,0,0,0,100,0,0,riffle
8397,244,21.2,NA,2002-08-14,0,NA,NA,NA,0.17,NA,0,20,0,30,60,10,0,0,100,0,0,0,0,100,0,0,riffle
8398,244,21.3,NA,2002-08-14,0,NA,NA,NA,0.1,NA,0,10,0,0,50,50,0,0,100,0,0,0,0,100,0,0,riffle
8399,244,21.4,NA,2002-08-14,0,NA,NA,NA,0.1,NA,0,20,0,0,30,70,0,0,100,0,0,0,0,100,0,0,riffle
8400,244,24.1,NA,2002-08-14,0,NA,NA,NA,0.1,NA,0,0,0,40,60,0,0,0,100,0,0,0,0,80,20,0,riffle
8401,244,24.2,NA,2002-08-14,0,NA,NA,NA,0.1,NA,0,0,0,40,60,0,0,0,100,0,0,0,0,100,0,0,riffle
8402,244,24.3,NA,2002-08-14,0,NA,NA,NA,0.06,NA,0,0,0,50,40,10,0,0,100,0,0,0,0,100,0,0,riffle
8403,244,24.4,NA,2002-08-14,0,NA,NA,NA,0.06,NA,0,0,0,0,70,30,0,0,100,0,0,0,0,100,0,0,riffle
8404,246,0.1,NA,2002-08-19,0,NA,NA,NA,0.4,NA,0,40,0,30,0,0,0,70,40,0,0,60,0,30,10,60,glide
8405,246,0.2,NA,2002-08-19,0,NA,NA,NA,0.44,NA,0,50,0,0,20,0,50,30,100,0,0,0,0,70,0,30,glide
8406,246,0.3,NA,2002-08-19,0,NA,NA,NA,0.66,NA,0,70,0,10,0,0,30,60,100,0,0,0,0,80,0,20,glide
8407,246,0.4,NA,2002-08-19,0,NA,NA,NA,0.58,NA,0,80,0,10,0,0,20,70,100,0,0,0,0,80,0,20,glide
8408,246,3.1,NA,2002-08-19,0,NA,NA,NA,0.32,NA,0,10,30,0,0,0,70,0,80,0,0,20,0,60,0,40,glide
8409,246,3.2,NA,2002-08-19,0,NA,NA,NA,0.46,NA,0,60,0,0,0,30,70,0,100,0,0,0,0,60,0,40,glide
8410,246,3.3,NA,2002-08-19,0,NA,NA,NA,0.52,NA,0,70,0,0,0,30,70,0,100,0,0,0,0,80,0,20,glide
8411,246,3.4,NA,2002-08-19,0,NA,NA,NA,0.64,NA,0,70,0,0,0,30,70,0,100,0,0,0,0,80,0,20,glide
8412,246,6.1,NA,2002-08-19,0,NA,NA,NA,0.1,NA,0,60,0,0,0,30,70,0,100,0,0,0,0,80,0,20,glide
8413,246,6.2,NA,2002-08-19,0,NA,NA,NA,0.34,NA,0,70,0,0,0,30,70,0,100,0,0,0,0,20,40,40,glide
8414,246,6.3,NA,2002-08-19,0,NA,NA,NA,0.5,NA,0,70,0,0,0,30,70,0,100,0,0,0,0,80,0,20,glide
8415,246,6.4,NA,2002-08-19,0,NA,NA,NA,0.5,NA,0,70,0,0,0,30,70,0,100,0,0,0,0,80,0,20,glide
8416,246,9.1,NA,2002-08-19,0,NA,NA,NA,0.36,NA,0,60,0,0,0,30,70,0,60,0,0,20,20,10,70,20,glide
